state,year,week,total_patients,ili_patients,providers
Kansas,2023,25,15575,78,29
Kentucky,2023,25,27370,144,69
Louisiana,2023,25,41685,320,87
Maine,2023,25,14768,106,47
Maryland,2023,25,43922,562,66
Massachusetts,2023,25,78493,825,90
Michigan,2023,25,87772,557,151
Minnesota,2023,25,30566,247,68
Mississippi,2023,25,11711,177,29
Missouri,2023,25,27723,178,41
Montana,2023,25,6344,42,28
Nebraska,2023,25,14657,166,82
Nevada,2023,25,9762,133,25
New Hampshire,2023,25,983,2,9
New Jersey,2023,25,27817,575,30
New Meico,2023,25,20655,334,39
New York,2023,25,57302,741,117
North Carolina,2023,25,85602,718,127
North Dakota,2023,25,3255,39,9
Ohio,2023,25,33851,392,72
Oklahoma,2023,25,19311,69,30
Oregon,2023,25,37689,358,88
Pennsylvania,2023,25,58412,361,94
Rhode Island,2023,25,11745,65,22
South Carolina,2023,25,34140,413,38
South Dakota,2023,25,8081,48,30
Tennessee,2023,25,33320,310,101
Teas,2023,25,48594,653,49
Utah,2023,25,16633,155,48
Vermont,2023,25,5745,27,12
Virginia,2023,25,106668,1634,178
Washington,2023,25,44376,509,71
West Virginia,2023,25,11344,65,43
Wisconsin,2023,25,21774,151,34
Wyoming,2023,25,2120,11,11
Commonwealth of the Northern Mariana Islands,2023,25,,,
Puerto Rico,2023,25,1982,90,6
Virgin Islands,2023,25,601,6,2
New York City,2023,25,104956,3134,104
Alabama,2023,26,46214,411,103
Alaska,2023,26,4135,60,12
Arizona,2023,26,21110,159,44
Arkansas,2023,26,13467,89,43
California,2023,26,262245,6211,198
Colorado,2023,26,49367,529,98
Connecticut,2023,26,40175,357,70
Delaware,2023,26,9600,51,15
District of Columbia,2023,26,5525,182,4
Florida,2023,26,238810,5118,358
Georgia,2023,26,76214,983,100
Hawaii,2023,26,33392,572,34
Idaho,2023,26,9883,46,30
Illinois,2023,26,68323,418,172
Indiana,2023,26,53082,318,100
Iowa,2023,26,3473,11,14
Kansas,2023,26,14885,50,28
Kentucky,2023,26,30663,202,70
Louisiana,2023,26,42405,300,87
Maine,2023,26,14520,98,47
Maryland,2023,26,43626,505,62
Massachusetts,2023,26,81889,682,90
Michigan,2023,26,84010,465,146
Minnesota,2023,26,32483,201,67
Mississippi,2023,26,10631,128,25
Missouri,2023,26,27606,162,41
Montana,2023,26,6926,30,28
Nebraska,2023,26,15266,134,81
Nevada,2023,26,9607,124,24
New Hampshire,2023,26,1058,0,9
New Jersey,2023,26,26684,513,29
New Meico,2023,26,20557,250,38
New York,2023,26,57222,623,118
North Carolina,2023,26,86564,596,128
North Dakota,2023,26,0,0,0
Ohio,2023,26,32134,340,69
Oklahoma,2023,26,17632,58,30
Oregon,2023,26,40405,334,78
Pennsylvania,2023,26,65165,374,94
Rhode Island,2023,26,12291,63,21
South Carolina,2023,26,33216,360,37
South Dakota,2023,26,7910,24,30
Tennessee,2023,26,33418,301,100
Teas,2023,26,51216,790,51
Utah,2023,26,17714,149,48
Vermont,2023,26,6018,20,12
Virginia,2023,26,106370,1369,178
Washington,2023,26,45350,416,71
West Virginia,2023,26,9957,41,42
Wisconsin,2023,26,21682,136,34
Wyoming,2023,26,2270,16,11
Commonwealth of the Northern Mariana Islands,2023,26,,,
Puerto Rico,2023,26,2040,90,7
Virgin Islands,2023,26,983,5,4
New York City,2023,26,103305,3005,103
Alabama,2023,27,44363,424,103
Alaska,2023,27,4004,53,12
Arizona,2023,27,20460,130,43
Arkansas,2023,27,13496,92,42
California,2023,27,234268,5465,198
Colorado,2023,27,43587,456,98
Connecticut,2023,27,40364,321,70
Delaware,2023,27,9568,46,15
District of Columbia,2023,27,4409,104,4
Florida,2023,27,234530,4981,357
Georgia,2023,27,75206,949,100
Hawaii,2023,27,27188,541,41
Idaho,2023,27,10244,57,30
Illinois,2023,27,66008,425,174
Indiana,2023,27,53297,331,100
Iowa,2023,27,2747,10,14
Kansas,2023,27,13388,53,27
Kentucky,2023,27,31377,170,70
Louisiana,2023,27,41255,280,87
Maine,2023,27,14287,92,47
Maryland,2023,27,42541,439,65
Massachusetts,2023,27,75370,598,91
Michigan,2023,27,85969,380,151
Minnesota,2023,27,22498,193,67
Mississippi,2023,27,10297,131,26
Missouri,2023,27,27595,173,41
Montana,2023,27,5176,32,27
Nebraska,2023,27,13638,129,82
Nevada,2023,27,9534,111,25
New Hampshire,2023,27,711,2,9
New Jersey,2023,27,26737,482,28
New Meico,2023,27,19962,279,38
New York,2023,27,57396,497,118
North Carolina,2023,27,86768,625,127
North Dakota,2023,27,3218,44,9
Ohio,2023,27,34365,351,75
Oklahoma,2023,27,17273,65,31
Oregon,2023,27,40475,346,88
Pennsylvania,2023,27,65662,358,93
Rhode Island,2023,27,11795,72,22
South Carolina,2023,27,33411,362,39
South Dakota,2023,27,7278,49,31
Tennessee,2023,27,33187,288,100
Teas,2023,27,47077,670,51
Utah,2023,27,16211,127,47
Vermont,2023,27,5198,20,11
Virginia,2023,27,106302,1380,178
Washington,2023,27,41574,372,71
West Virginia,2023,27,7549,29,37
Wisconsin,2023,27,20713,107,34
Wyoming,2023,27,1836,14,10
Commonwealth of the Northern Mariana Islands,2023,27,,,
Puerto Rico,2023,27,2030,72,6
Virgin Islands,2023,27,1023,6,4
New York City,2023,27,99022,2850,99
Alabama,2023,28,47040,489,104
Alaska,2023,28,4162,43,12
Arizona,2023,28,17713,113,33
Arkansas,2023,28,14405,81,44
California,2023,28,255771,5019,195
Colorado,2023,28,49365,469,98
Connecticut,2023,28,41740,296,70
Delaware,2023,28,10430,38,16
District of Columbia,2023,28,5142,116,4
Florida,2023,28,237953,4953,358
Georgia,2023,28,76978,1026,100
Hawaii,2023,28,32946,568,41
Idaho,2023,28,10097,49,30
Illinois,2023,28,70480,383,173
Indiana,2023,28,54205,332,100
Iowa,2023,28,3562,18,14
Kansas,2023,28,15631,56,28
Kentucky,2023,28,31887,180,69
Louisiana,2023,28,41843,351,87
Maine,2023,28,14921,73,47
Maryland,2023,28,44988,515,65
Massachusetts,2023,28,80985,631,90
Michigan,2023,28,85148,370,150
Minnesota,2023,28,31729,198,69
Mississippi,2023,28,10821,148,27
Missouri,2023,28,27712,160,41
Montana,2023,28,5712,35,27
Nebraska,2023,28,14358,168,80
Nevada,2023,28,2501,12,12
New Hampshire,2023,28,693,1,8
New Jersey,2023,28,28457,472,30
New Meico,2023,28,20506,261,38
New York,2023,28,58273,572,118
North Carolina,2023,28,87410,569,128
North Dakota,2023,28,3266,28,9
Ohio,2023,28,34536,343,69
Oklahoma,2023,28,18035,82,31
Oregon,2023,28,40522,291,88
Pennsylvania,2023,28,66884,343,93
Rhode Island,2023,28,12128,53,21
South Carolina,2023,28,34741,341,38
South Dakota,2023,28,8510,23,31
Tennessee,2023,28,33838,277,98
Teas,2023,28,47924,703,50
Utah,2023,28,17859,136,48
Vermont,2023,28,5270,21,11
Virginia,2023,28,108550,1298,179
Washington,2023,28,45059,339,71
West Virginia,2023,28,10586,42,39
Wisconsin,2023,28,20980,93,34
Wyoming,2023,28,1844,7,9
Commonwealth of the Northern Mariana Islands,2023,28,,,
Puerto Rico,2023,28,1229,58,5
Virgin Islands,2023,28,1041,2,4
New York City,2023,28,106057,2640,102
Alabama,2023,29,46721,459,105
Alaska,2023,29,4360,54,12
Arizona,2023,29,17757,95,33
Arkansas,2023,29,14254,74,44
California,2023,29,257135,4747,195
Colorado,2023,29,49047,423,98
Connecticut,2023,29,41019,320,70
Delaware,2023,29,10470,52,16
District of Columbia,2023,29,5774,134,4
Florida,2023,29,236133,5061,358
Georgia,2023,29,77122,1051,100
Hawaii,2023,29,33123,651,41
Idaho,2023,29,9873,33,30
Illinois,2023,29,69298,408,171
Indiana,2023,29,54183,338,100
Iowa,2023,29,3781,21,14
Kansas,2023,29,15330,56,29
Kentucky,2023,29,31563,178,69
Louisiana,2023,29,42171,361,87
Maine,2023,29,15031,81,47
Maryland,2023,29,44581,424,62
Massachusetts,2023,29,80662,597,90
Michigan,2023,29,84769,346,150
Minnesota,2023,29,31288,202,69
Mississippi,2023,29,11142,152,27
Missouri,2023,29,27089,140,41
Montana,2023,29,7303,23,28
Nebraska,2023,29,14972,153,82
Nevada,2023,29,9839,46,26
New Hampshire,2023,29,758,1,8
New Jersey,2023,29,28386,513,30
New Meico,2023,29,20366,275,38
New York,2023,29,58655,603,118
North Carolina,2023,29,88296,582,128
North Dakota,2023,29,3225,45,9
Ohio,2023,29,33973,372,69
Oklahoma,2023,29,18813,75,30
Oregon,2023,29,40223,230,88
Pennsylvania,2023,29,66570,334,94
Rhode Island,2023,29,12658,69,22
South Carolina,2023,29,34529,319,39
South Dakota,2023,29,8485,35,30
Tennessee,2023,29,34058,323,100
Teas,2023,29,50567,639,50
Utah,2023,29,17863,124,48
Vermont,2023,29,5192,24,11
Virginia,2023,29,107561,1311,179
Washington,2023,29,44927,329,71
West Virginia,2023,29,10734,42,40
Wisconsin,2023,29,20901,95,33
Wyoming,2023,29,2148,12,10
Commonwealth of the Northern Mariana Islands,2023,29,,,
Puerto Rico,2023,29,1628,58,5
Virgin Islands,2023,29,1020,3,4
New York City,2023,29,104925,2693,102
Alabama,2023,30,45056,509,103
Alaska,2023,30,4537,54,12
Arizona,2023,30,17612,118,33
Arkansas,2023,30,13490,72,44
California,2023,30,255817,4587,195
Colorado,2023,30,49387,406,97
Connecticut,2023,30,41026,329,70
Delaware,2023,30,10261,62,16
District of Columbia,2023,30,5502,118,4
Florida,2023,30,233864,5376,358
Georgia,2023,30,75325,1157,100
Hawaii,2023,30,32992,668,41
Idaho,2023,30,9859,40,30
Illinois,2023,30,70071,440,172
Indiana,2023,30,54356,317,99
Iowa,2023,30,3279,21,14
Kansas,2023,30,15503,72,28
Kentucky,2023,30,32262,229,70
Louisiana,2023,30,41372,373,87
Maine,2023,30,16040,90,47
Maryland,2023,30,44295,432,64
Massachusetts,2023,30,80544,617,90
Michigan,2023,30,86000,356,150
Minnesota,2023,30,31827,182,68
Mississippi,2023,30,11493,179,30
Missouri,2023,30,27886,172,41
Montana,2023,30,7502,35,28
Nebraska,2023,30,15104,166,82
Nevada,2023,30,9964,54,26
New Hampshire,2023,30,942,1,9
New Jersey,2023,30,25636,495,28
New Meico,2023,30,20492,272,38
New York,2023,30,58489,606,118
North Carolina,2023,30,87664,618,128
North Dakota,2023,30,3411,39,9
Ohio,2023,30,33693,325,69
Oklahoma,2023,30,18755,91,30
Oregon,2023,30,39409,236,88
Pennsylvania,2023,30,65692,344,92
Rhode Island,2023,30,12615,90,22
South Carolina,2023,30,32272,325,38
South Dakota,2023,30,8825,25,31
Tennessee,2023,30,34078,312,100
Teas,2023,30,47182,660,46
Utah,2023,30,16664,141,47
Vermont,2023,30,5253,15,11
Virginia,2023,30,107872,1318,179
Washington,2023,30,44362,296,71
West Virginia,2023,30,11043,46,41
Wisconsin,2023,30,20832,101,34
Wyoming,2023,30,2111,20,10
Commonwealth of the Northern Mariana Islands,2023,30,,,
Puerto Rico,2023,30,1586,55,5
Virgin Islands,2023,30,1063,1,4
New York City,2023,30,102994,2737,98
Alabama,2023,31,47010,566,103
Alaska,2023,31,4390,43,12
Arizona,2023,31,17584,123,33
Arkansas,2023,31,13999,71,44
California,2023,31,252067,4546,195
Colorado,2023,31,48111,390,97
Connecticut,2023,31,39972,338,70
Delaware,2023,31,10439,57,17
District of Columbia,2023,31,3839,88,4
Florida,2023,31,236048,5418,359
Georgia,2023,31,75812,1194,99
Hawaii,2023,31,32816,698,41
Idaho,2023,31,10203,37,30
Illinois,2023,31,70175,566,173
Indiana,2023,31,54303,344,99
Iowa,2023,31,3502,29,14
Kansas,2023,31,15258,54,27
Kentucky,2023,31,31073,196,69
Louisiana,2023,31,41698,379,87
Maine,2023,31,15440,83,47
Maryland,2023,31,44071,439,63
Massachusetts,2023,31,80216,606,89
Michigan,2023,31,85518,336,148
Minnesota,2023,31,33288,172,68
Mississippi,2023,31,11062,223,25
Missouri,2023,31,26243,155,41
Montana,2023,31,7303,22,28
Nebraska,2023,31,14987,137,80
Nevada,2023,31,10143,65,26
New Hampshire,2023,31,943,2,9
New Jersey,2023,31,27218,519,31
New Meico,2023,31,20269,245,38
New York,2023,31,58530,573,118
North Carolina,2023,31,83535,626,126
North Dakota,2023,31,3345,32,9
Ohio,2023,31,34276,342,70
Oklahoma,2023,31,18831,80,30
Oregon,2023,31,39602,241,88
Pennsylvania,2023,31,64369,356,94
Rhode Island,2023,31,11815,44,22
South Carolina,2023,31,29159,359,37
South Dakota,2023,31,9034,27,31
Tennessee,2023,31,34454,305,98
Teas,2023,31,45846,757,48
Utah,2023,31,17356,139,47
Vermont,2023,31,5072,16,11
Virginia,2023,31,107478,1367,179
Washington,2023,31,44458,357,71
West Virginia,2023,31,10143,38,38
Wisconsin,2023,31,21154,128,34
Wyoming,2023,31,1824,9,9
Commonwealth of the Northern Mariana Islands,2023,31,,,
Puerto Rico,2023,31,1615,43,5
Virgin Islands,2023,31,1068,2,4
New York City,2023,31,103806,2893,101
Alabama,2023,32,47368,730,103
Alaska,2023,32,4312,59,12
Arizona,2023,32,18637,150,33
Arkansas,2023,32,14213,111,44
California,2023,32,254865,4800,196
Colorado,2023,32,48744,483,97
Connecticut,2023,32,38873,365,70
Delaware,2023,32,9478,64,12
District of Columbia,2023,32,5302,123,4
Florida,2023,32,243541,5754,359
Georgia,2023,32,76443,1702,100
Hawaii,2023,32,32379,689,42
Idaho,2023,32,10141,59,30
Illinois,2023,32,70880,533,173
Indiana,2023,32,56403,427,100
Iowa,2023,32,3859,29,14
Kansas,2023,32,9900,72,18
Kentucky,2023,32,32047,219,70
Louisiana,2023,32,43025,451,87
Maine,2023,32,15805,104,47
Maryland,2023,32,44698,487,64
Massachusetts,2023,32,80427,665,89
Michigan,2023,32,86868,389,150
Minnesota,2023,32,32391,190,66
Mississippi,2023,32,11826,300,27
Missouri,2023,32,26024,167,41
Montana,2023,32,7144,33,28
Nebraska,2023,32,14910,128,80
Nevada,2023,32,10303,47,26
New Hampshire,2023,32,736,4,8
New Jersey,2023,32,28786,538,31
New Meico,2023,32,20995,377,38
New York,2023,32,60226,603,118
North Carolina,2023,32,87638,688,127
North Dakota,2023,32,3315,35,9
Ohio,2023,32,35368,330,71
Oklahoma,2023,32,18252,143,30
Oregon,2023,32,39767,276,88
Pennsylvania,2023,32,64786,316,92
Rhode Island,2023,32,11760,61,22
South Carolina,2023,32,26214,230,38
South Dakota,2023,32,8748,27,31
Tennessee,2023,32,35262,415,98
Teas,2023,32,44202,735,33
Utah,2023,32,17468,128,47
Vermont,2023,32,5267,17,11
Virginia,2023,32,109336,1466,179
Washington,2023,32,44818,345,71
West Virginia,2023,32,10385,52,38
Wisconsin,2023,32,21477,123,34
Wyoming,2023,32,1729,13,9
Commonwealth of the Northern Mariana Islands,2023,32,,,
Puerto Rico,2023,32,1328,26,5
Virgin Islands,2023,32,1046,4,4
New York City,2023,32,105617,3011,101
Alabama,2023,33,52444,1059,106
Alaska,2023,33,4317,63,12
Arizona,2023,33,19046,195,33
Arkansas,2023,33,14635,130,44
California,2023,33,261416,4994,195
Colorado,2023,33,50307,547,97
Connecticut,2023,33,38647,370,70
Delaware,2023,33,9902,73,13
District of Columbia,2023,33,5245,125,4
Florida,2023,33,241435,6489,359
Georgia,2023,33,87892,2876,101
Hawaii,2023,33,33744,781,42
Idaho,2023,33,10366,43,30
Illinois,2023,33,72150,601,173
Indiana,2023,33,57412,577,100
Iowa,2023,33,4302,31,14
Kansas,2023,33,17499,78,29
Kentucky,2023,33,32973,310,70
Louisiana,2023,33,42462,514,87
Maine,2023,33,15673,77,47
Maryland,2023,33,44490,522,64
Massachusetts,2023,33,79018,602,88
Michigan,2023,33,78848,305,148
Minnesota,2023,33,32288,170,68
Mississippi,2023,33,11970,391,28
Missouri,2023,33,26401,188,41
Montana,2023,33,7331,24,28
Nebraska,2023,33,15112,168,80
Nevada,2023,33,10305,50,25
New Hampshire,2023,33,674,0,8
New Jersey,2023,33,28294,503,30
New Meico,2023,33,22109,497,38
New York,2023,33,59454,611,117
North Carolina,2023,33,89093,862,128
North Dakota,2023,33,3362,50,9
Ohio,2023,33,34499,368,70
Oklahoma,2023,33,14299,72,27
Oregon,2023,33,39837,282,88
Pennsylvania,2023,33,64833,380,93
Rhode Island,2023,33,11145,69,21
South Carolina,2023,33,29902,474,39
South Dakota,2023,33,8623,27,31
Tennessee,2023,33,36817,646,99
Teas,2023,33,42392,893,32
Utah,2023,33,17583,140,46
Vermont,2023,33,5274,23,11
Virginia,2023,33,111553,1684,181
Washington,2023,33,44518,331,71
West Virginia,2023,33,10421,41,37
Wisconsin,2023,33,21301,101,34
Wyoming,2023,33,1954,12,9
Commonwealth of the Northern Mariana Islands,2023,33,,,
Puerto Rico,2023,33,1492,45,6
Virgin Islands,2023,33,1034,5,4
New York City,2023,33,107239,3170,102
Alabama,2023,34,55119,1588,105
Alaska,2023,34,4326,66,12
Arizona,2023,34,18897,194,33
Arkansas,2023,34,15740,192,45
California,2023,34,264968,5491,193
Colorado,2023,34,51975,761,97
Connecticut,2023,34,39577,369,69
Delaware,2023,34,10441,65,17
District of Columbia,2023,34,5359,146,4
Florida,2023,34,256418,9105,359
Georgia,2023,34,87103,3152,98
Hawaii,2023,34,33745,984,36
Idaho,2023,34,10162,59,30
Illinois,2023,34,74770,816,173
Indiana,2023,34,53508,679,100
Iowa,2023,34,5182,38,15
Kansas,2023,34,17827,90,28
Kentucky,2023,34,33799,489,69
Louisiana,2023,34,46066,864,87
Maine,2023,34,15409,98,47
Maryland,2023,34,43458,541,65
Massachusetts,2023,34,78275,680,89
Michigan,2023,34,85921,401,151
Minnesota,2023,34,33144,171,67
Mississippi,2023,34,11275,381,23
Missouri,2023,34,27839,180,41
Montana,2023,34,7253,38,28
Nebraska,2023,34,15072,204,79
Nevada,2023,34,10489,43,26
New Hampshire,2023,34,1003,1,9
New Jersey,2023,34,27936,580,30
New Meico,2023,34,22031,586,38
New York,2023,34,59534,608,116
North Carolina,2023,34,89649,1055,126
North Dakota,2023,34,2365,25,9
Ohio,2023,34,35128,463,69
Oklahoma,2023,34,19489,118,29
Oregon,2023,34,39444,305,88
Pennsylvania,2023,34,66238,384,95
Rhode Island,2023,34,11399,63,21
South Carolina,2023,34,37310,789,39
South Dakota,2023,34,8827,36,31
Tennessee,2023,34,39025,804,101
Teas,2023,34,50509,1328,33
Utah,2023,34,17817,179,48
Vermont,2023,34,5189,16,11
Virginia,2023,34,112903,2001,181
Washington,2023,34,44125,397,71
West Virginia,2023,34,10453,70,37
Wisconsin,2023,34,21544,132,34
Wyoming,2023,34,1820,25,9
Commonwealth of the Northern Mariana Islands,2023,34,,,
Puerto Rico,2023,34,1536,55,5
Virgin Islands,2023,34,1083,17,4
New York City,2023,34,103421,3036,98
Alabama,2023,35,52456,1531,105
Alaska,2023,35,4224,56,12
Arizona,2023,35,31048,223,34
Arkansas,2023,35,15566,307,44
California,2023,35,274925,6347,196
Colorado,2023,35,52024,883,97
Connecticut,2023,35,40087,411,69
Delaware,2023,35,11183,78,18
District of Columbia,2023,35,5521,176,4
Florida,2023,35,248334,9251,359
Georgia,2023,35,77585,2629,98
Hawaii,2023,35,35336,968,42
Idaho,2023,35,8929,62,30
Illinois,2023,35,73926,986,173
Indiana,2023,35,59463,783,99
Iowa,2023,35,5476,37,15
Kansas,2023,35,18149,128,27
Kentucky,2023,35,34909,621,70
Louisiana,2023,35,45892,1020,87
Maine,2023,35,14755,69,46
Maryland,2023,35,44504,609,63
Massachusetts,2023,35,78971,647,89
Michigan,2023,35,85327,512,149
Minnesota,2023,35,32822,190,69
Mississippi,2023,35,10379,360,23
Missouri,2023,35,29080,315,41
Montana,2023,35,7210,39,28
Nebraska,2023,35,15282,249,80
Nevada,2023,35,3429,15,13
New Hampshire,2023,35,1272,4,9
New Jersey,2023,35,28013,534,31
New Meico,2023,35,21655,576,38
New York,2023,35,58741,594,118
North Carolina,2023,35,87611,1120,126
North Dakota,2023,35,3440,40,9
Ohio,2023,35,37732,557,70
Oklahoma,2023,35,10773,132,28
Oregon,2023,35,39609,283,88
Pennsylvania,2023,35,67340,433,97
Rhode Island,2023,35,11016,66,20
South Carolina,2023,35,36211,834,39
South Dakota,2023,35,8533,26,31
Tennessee,2023,35,37460,801,101
Teas,2023,35,54144,2098,47
Utah,2023,35,19077,209,47
Vermont,2023,35,5204,11,11
Virginia,2023,35,113323,2376,181
Washington,2023,35,44686,496,71
West Virginia,2023,35,11055,187,39
Wisconsin,2023,35,21201,125,34
Wyoming,2023,35,2024,31,10
Commonwealth of the Northern Mariana Islands,2023,35,,,
Puerto Rico,2023,35,1771,80,5
Virgin Islands,2023,35,1183,8,4
New York City,2023,35,105055,3245,97
Alabama,2023,36,50273,1342,104
Alaska,2023,36,4118,78,12
Arizona,2023,36,27828,200,33
Arkansas,2023,36,14573,274,45
California,2023,36,248268,6181,196
Colorado,2023,36,47781,908,97
Connecticut,2023,36,41862,534,69
Delaware,2023,36,11501,91,19
District of Columbia,2023,36,5552,245,4
Florida,2023,36,255199,8986,358
Georgia,2023,36,81837,2446,98
Hawaii,2023,36,27862,895,40
Idaho,2023,36,10393,85,30
Illinois,2023,36,72306,956,173
Indiana,2023,36,59327,830,100
Iowa,2023,36,4644,50,16
Kansas,2023,36,16920,141,28
Kentucky,2023,36,35584,610,68
Louisiana,2023,36,45799,906,87
Maine,2023,36,15440,84,46
Maryland,2023,36,45279,734,64
Massachusetts,2023,36,78909,763,91
Michigan,2023,36,88026,666,149
Minnesota,2023,36,27016,147,69
Mississippi,2023,36,10244,279,24
Missouri,2023,36,30032,427,41
Montana,2023,36,7073,44,28
Nebraska,2023,36,15430,305,81
Nevada,2023,36,10327,72,25
